City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Zaysan,KZ,47.47,84.87,32.95,80,63,1.25,broken clouds
361,Silistra,BG,44.12,27.27,63.0,66,88,3.0,overcast clouds
362,Rocha,UY,-34.48,-54.33,74.73,77,100,13.31,overcast clouds
363,Kilifi,KE,-3.63,39.85,80.6,78,20,5.82,few clouds
364,Solnechnyy,RU,50.72,136.63,32.29,91,65,3.96,broken clouds
365,Dzhebariki-Khaya,RU,62.22,135.8,5.86,92,0,1.68,clear sky
366,Nikolayevka,RU,53.13,47.2,39.42,85,13,10.54,few clouds
367,Ha Tinh,VN,18.33,105.9,67.8,92,100,9.6,overcast clouds
368,Barra Patuca,HN,15.8,-84.28,81.39,86,100,8.66,light rain
369,Yarmouth,US,41.71,-70.23,51.8,57,90,11.41,overcast clouds
370,Waingapu,ID,-9.66,120.26,78.69,78,100,4.07,overcast clouds
371,Belyy Yar,RU,53.6,91.39,24.8,79,0,4.47,clear sky
372,Najran,SA,17.49,44.13,68.0,15,0,1.16,clear sky
373,Araouane,ML,18.9,-3.53,90.1,11,0,6.51,clear sky
374,Mamallapuram,IN,12.63,80.17,80.6,94,75,2.24,moderate rain
375,Penzance,GB,50.12,-5.54,50.0,81,40,9.17,scattered clouds
376,Ouango,CF,4.31,22.56,72.97,95,100,1.99,moderate rain
377,Beroroha,MG,-21.67,45.17,74.95,56,98,11.23,overcast clouds
378,Sao Joao Da Barra,BR,-21.64,-41.05,71.6,94,90,9.17,moderate rain
379,Dunmore Town,BS,25.5,-76.65,81.3,80,100,12.48,overcast clouds
380,Saint George,US,37.1,-113.58,73.0,30,53,18.34,broken clouds
381,Pangody,RU,65.85,74.49,10.06,96,5,10.78,clear sky
382,Asau,RO,46.43,26.4,53.01,98,100,2.33,overcast clouds
383,Klyuchi,RU,52.27,79.17,38.71,82,100,15.19,light rain
384,Srivardhan,IN,18.03,73.02,78.06,84,34,3.44,light rain
385,Cayenne,GF,4.93,-52.33,86.0,66,0,10.29,clear sky
386,Varkkallai,IN,8.73,76.71,80.6,94,20,3.36,mist
387,Imbituba,BR,-28.24,-48.67,77.0,73,75,6.93,broken clouds
388,Vao,NC,-22.67,167.48,72.18,78,12,12.35,few clouds
389,Port Hardy,CA,50.7,-127.42,41.0,58,90,6.93,overcast clouds
390,Alta,NO,69.97,23.27,37.4,74,75,24.16,broken clouds
391,Jinxiang,CN,27.43,120.61,63.18,79,97,6.87,light rain
392,Tabou,CI,4.42,-7.35,78.46,86,95,6.33,overcast clouds
393,Norton,ZW,-17.88,30.7,72.0,37,0,4.0,clear sky
394,Stornoway,GB,58.21,-6.39,50.0,93,86,21.92,overcast clouds
395,Kulhudhuffushi,MV,6.62,73.07,79.54,84,100,11.43,moderate rain
396,Christchurch,NZ,-43.53,172.63,54.0,93,100,12.75,overcast clouds
397,Athens,GR,37.98,23.72,71.01,49,0,6.93,clear sky
398,Launceston,AU,-41.45,147.17,45.0,81,90,10.29,overcast clouds
399,Gushikawa,JP,26.35,127.87,71.6,88,1,4.7,clear sky
400,Cardenas,CU,23.04,-81.2,84.2,79,75,6.93,light rain
401,Bengkulu,ID,-3.8,102.27,74.93,89,100,4.18,overcast clouds
402,Lorengau,PG,-2.02,147.27,81.81,75,100,4.38,overcast clouds
403,Sal Rei,CV,16.18,-22.92,82.4,65,0,21.92,clear sky
404,Itarema,BR,-2.92,-39.92,82.29,70,90,18.39,overcast clouds
405,Hinton,CA,53.4,-117.59,30.58,83,100,9.06,overcast clouds
406,Itoman,JP,26.12,127.67,71.6,73,20,6.93,few clouds
407,Worthington,US,40.09,-83.02,53.01,50,90,8.05,overcast clouds
408,Narsaq,GL,60.92,-46.05,39.2,60,100,18.34,overcast clouds
409,Airai,TL,-8.93,125.41,61.59,100,97,1.34,overcast clouds
410,Bukama,CD,-9.2,25.85,77.81,55,32,2.42,scattered clouds
411,Yeppoon,AU,-23.13,150.73,69.8,94,90,1.12,overcast clouds
412,Mahon,ES,39.89,4.27,66.2,77,40,19.46,scattered clouds
413,Kungurtug,RU,50.6,97.52,13.96,83,0,3.22,clear sky
414,Paldiski,EE,59.36,24.05,51.01,93,90,9.17,overcast clouds
415,Inhambane,MZ,-23.86,35.38,75.2,88,20,8.05,few clouds
416,Dawlatabad,AF,36.41,64.91,45.59,56,0,3.53,clear sky
417,Tchollire,CM,8.4,14.17,76.42,61,10,1.63,clear sky
418,Zyryanka,RU,65.75,150.85,17.8,95,100,3.74,overcast clouds
419,La Ligua,CL,-32.45,-71.23,66.2,68,20,12.75,few clouds
420,Santa Margherita Ligure,IT,44.33,9.21,63.0,95,45,12.39,scattered clouds
421,Carovigno,IT,40.71,17.66,62.6,82,0,2.24,clear sky
422,Viedma,AR,-40.81,-63.0,69.01,27,0,5.01,clear sky
423,Coeneo,MX,19.82,-101.58,75.99,25,42,5.99,scattered clouds
424,Cidreira,BR,-30.18,-50.21,70.41,84,3,22.32,clear sky
425,Bandundu,CD,-3.32,17.37,74.77,93,55,2.24,light rain
426,Kuusamo,FI,65.97,29.18,28.4,92,90,9.17,overcast clouds
427,Colares,PT,38.8,-9.45,61.0,82,20,11.41,few clouds
428,Monteagudo,BO,-19.82,-63.98,102.2,26,54,5.82,broken clouds
429,Hammerfest,NO,70.66,23.68,33.8,80,20,39.15,few clouds
430,Monrovia,LR,6.3,-10.8,82.4,83,75,6.46,broken clouds
431,Ampanihy,MG,-24.7,44.75,74.7,55,100,5.61,overcast clouds
432,San Quintin,MX,30.48,-115.95,70.07,60,63,12.06,broken clouds
433,Puerto Escondido,MX,15.85,-97.07,86.0,74,40,6.22,scattered clouds
434,Derazhnya,UA,49.27,27.43,51.44,78,100,8.95,overcast clouds
435,Yulara,AU,-25.24,130.99,62.6,33,71,12.75,broken clouds
436,Mariental,NA,-24.63,17.97,83.01,23,99,11.95,overcast clouds
437,Acapulco,MX,16.86,-99.89,87.8,79,40,5.82,scattered clouds
438,Redlands,US,34.06,-117.18,64.99,72,90,9.17,overcast clouds
439,La Cruz,MX,23.92,-106.9,91.0,71,0,8.01,clear sky
440,Coihueco,CL,-36.62,-71.83,65.3,36,0,6.8,clear sky
441,Port Blair,IN,11.67,92.75,79.2,82,48,2.35,moderate rain
442,Hirara,JP,24.8,125.28,75.42,67,99,14.97,overcast clouds
443,Sabang,ID,5.89,95.32,81.75,75,100,15.77,light rain
444,Atikokan,CA,48.76,-91.62,30.2,85,100,5.88,overcast clouds
445,Korla,CN,41.76,86.15,46.99,65,96,1.01,overcast clouds
446,Dunedin,NZ,-45.87,170.5,48.0,88,100,7.09,overcast clouds
447,Shimoda,JP,34.67,138.95,60.96,61,100,6.93,overcast clouds
448,Virginia Beach,US,36.85,-75.98,64.99,97,100,1.99,overcast clouds
449,Bilibino,RU,68.05,166.44,14.85,92,98,2.15,overcast clouds
450,Timbiqui,CO,2.77,-77.67,80.37,84,58,8.23,moderate rain
451,Estacion Coahuila,MX,32.19,-115.0,81.0,29,5,16.11,clear sky
452,San Lorenzo,PY,-25.33,-57.53,102.2,26,20,17.22,few clouds
453,Mahibadhoo,MV,3.78,72.97,82.26,78,100,8.77,overcast clouds
454,Kaili,ID,-3.46,120.21,68.61,87,58,2.44,broken clouds
455,San Carlos De Bariloche,AR,-41.15,-71.31,50.0,43,40,32.21,scattered clouds
456,Vestmannaeyjar,IS,63.44,-20.27,42.8,81,75,2.24,broken clouds
457,Poya,NC,-21.35,165.15,74.3,74,1,5.06,clear sky
458,Nicoya,CR,10.15,-85.45,78.8,94,75,3.36,light rain
459,Kamina,CD,-8.74,24.99,69.69,80,9,6.22,clear sky
460,Weligama,LK,5.97,80.42,77.99,87,100,7.25,overcast clouds
461,Karasburg,NA,-28.02,18.75,74.75,17,86,8.14,overcast clouds
462,Ambalavao,MG,-21.83,46.93,63.05,83,95,3.36,moderate rain
463,Pringsewu,ID,-5.36,104.97,73.72,83,100,5.35,overcast clouds
464,Karpathos,GR,35.51,27.21,71.6,78,98,6.93,overcast clouds
465,Abbotsford,CA,49.06,-122.25,39.99,38,75,10.29,broken clouds
466,Lefka,CY,35.11,32.85,73.4,46,0,10.29,clear sky
467,Bac Lieu,VN,9.29,105.72,76.73,90,38,5.17,scattered clouds
468,Nola,IT,40.92,14.53,59.0,80,14,2.68,few clouds
469,Puri,IN,19.8,85.85,77.0,94,40,2.8,haze
470,Waipawa,NZ,-41.41,175.52,62.6,88,89,23.04,moderate rain
471,Jardim,BR,-21.48,-56.14,94.03,46,0,4.23,clear sky
472,Villa Carlos Paz,AR,-31.42,-64.5,62.6,48,90,26.4,shower rain
473,Kudahuvadhoo,MV,2.67,72.89,82.15,78,80,9.71,broken clouds
474,Niamey,NE,13.51,2.11,89.6,17,0,4.7,clear sky
475,Conceicao Do Araguaia,BR,-8.26,-49.26,92.44,45,99,3.31,overcast clouds
476,Soe,ID,-9.86,124.28,67.57,100,100,0.83,overcast clouds
477,Sri Aman,MY,1.24,111.46,75.2,94,95,1.39,overcast clouds
478,Melita,CA,49.27,-101.0,24.01,74,100,11.01,overcast clouds
479,Bam,IR,29.11,58.36,56.68,33,0,6.4,clear sky
480,Isangel,VU,-19.55,169.27,75.85,74,7,10.76,clear sky
481,Sarkand,KZ,45.41,79.92,41.09,54,2,5.41,clear sky
482,Saiha,IN,22.48,92.97,67.19,93,4,2.13,clear sky
483,Tilichiki,RU,60.47,166.1,30.45,97,100,6.58,overcast clouds
484,Khandyga,RU,62.67,135.6,5.41,93,0,2.1,clear sky
485,Pulaski,US,34.77,-92.3,53.6,81,90,5.82,mist
486,Ziro,IN,27.63,93.83,50.11,100,12,1.86,few clouds
487,Arona,ES,28.1,-16.68,72.0,60,20,20.8,few clouds
488,Mezen,RU,65.85,44.24,17.1,97,8,5.14,clear sky
489,Grootfontein,NA,-19.57,18.12,73.76,26,49,4.72,scattered clouds
490,Chingirlau,KZ,51.09,54.08,53.73,90,100,13.11,overcast clouds
491,Roma,US,43.21,-75.46,51.8,40,20,3.36,few clouds
492,Calabozo,VE,8.92,-67.43,84.7,81,81,3.53,broken clouds
493,Sao Felix Do Xingu,BR,-6.64,-51.99,92.14,43,100,2.73,overcast clouds
494,Sikandarpur,IN,26.05,84.05,70.41,41,0,4.79,clear sky
495,Sydney,AU,-33.87,151.21,57.99,99,100,14.0,light rain
496,San Lawrenz,MT,36.06,14.2,66.99,77,0,6.93,clear sky
497,Paracatu,BR,-17.22,-46.87,81.01,70,14,5.68,few clouds
498,Surt,LY,31.21,16.59,72.73,73,20,9.98,few clouds
499,Brandon,US,27.94,-82.29,89.6,59,75,3.36,broken clouds
500,Chegutu,ZW,-18.13,30.14,75.83,23,0,10.2,clear sky
501,Mount Gambier,AU,-37.83,140.77,41.0,86,40,8.05,scattered clouds
502,Mbini,GQ,1.57,9.61,78.8,86,100,5.95,overcast clouds
503,Treinta Y Tres,UY,-33.23,-54.38,76.14,80,100,12.93,overcast clouds
504,Townsville,AU,-19.25,146.8,75.2,94,21,4.03,few clouds
505,Kurilsk,RU,45.23,147.88,47.86,75,60,16.26,light rain
506,Kawalu,ID,-7.38,108.21,72.73,93,100,2.04,overcast clouds
507,Coralville,US,41.68,-91.58,39.2,64,90,10.29,overcast clouds
508,Darnah,LY,32.77,22.64,72.34,75,18,13.06,few clouds
509,Paragominas,BR,-2.97,-47.48,89.13,52,89,1.43,overcast clouds
510,Iqaluit,CA,63.75,-68.51,8.6,84,20,8.05,few clouds
511,Xining,CN,36.62,101.77,37.65,64,98,1.41,overcast clouds
512,Livny,RU,52.43,37.61,45.48,92,8,5.35,clear sky
513,Batemans Bay,AU,-35.72,150.18,51.01,100,100,5.01,light rain
514,Kununurra,AU,-15.77,128.73,78.8,94,63,3.36,broken clouds
515,Balkhash,KZ,46.84,74.98,42.51,67,42,5.53,scattered clouds
516,North Shore,NZ,-36.8,174.75,66.0,88,0,1.01,clear sky
517,Nouadhibou,MR,20.93,-17.03,75.2,64,100,12.75,overcast clouds
518,Conceicao Do Almeida,BR,-12.78,-39.17,80.83,65,56,10.56,broken clouds
519,Ambon,ID,-3.7,128.18,75.99,16,51,4.56,broken clouds
520,Leh,IN,34.17,77.58,27.91,87,99,2.37,light snow
521,Tarabuco,BO,-19.17,-64.92,75.2,33,75,4.7,broken clouds
522,Suruc,TR,36.98,38.42,69.8,19,0,3.36,clear sky
523,Uni,RU,57.75,51.49,29.75,98,88,7.56,overcast clouds
524,Verkhnevilyuysk,RU,63.45,120.32,19.78,96,100,8.3,overcast clouds
525,Luanshya,ZM,-13.14,28.42,72.37,34,0,6.85,clear sky
526,Mogadishu,SO,2.04,45.34,80.22,82,90,11.45,light rain
527,Suarez,CO,2.95,-76.7,77.49,67,97,4.0,light rain
528,Salta,AR,-24.79,-65.41,95.0,26,75,9.17,broken clouds
529,Dukat,RU,62.55,155.55,22.1,98,100,4.18,overcast clouds
530,Shenjiamen,CN,29.96,122.3,63.79,67,1,5.21,clear sky
531,Qui Nhon,VN,13.77,109.23,75.61,88,100,3.58,overcast clouds
532,Yingkou,CN,40.66,122.23,52.16,82,0,7.23,clear sky
533,Fort Wayne,US,41.13,-85.13,48.2,57,90,13.87,overcast clouds
534,Wenling,CN,28.37,121.36,64.0,82,83,5.21,broken clouds
535,Wankaner,IN,22.62,70.93,81.27,51,11,4.85,few clouds
536,Yershichi,RU,53.67,32.75,44.71,88,34,3.89,scattered clouds
537,Novoalekseyevskaya,RU,44.82,40.93,58.33,57,85,3.94,overcast clouds
538,Vila Franca Do Campo,PT,37.72,-25.43,62.6,72,20,3.36,few clouds
539,Bridlington,GB,54.08,-0.19,48.2,76,82,10.29,broken clouds
540,Shache,CN,38.42,77.24,45.36,47,100,6.4,overcast clouds
541,Farafangana,MG,-22.82,47.83,70.92,86,24,7.81,light rain
542,Marana,US,32.44,-111.23,84.0,16,75,6.93,broken clouds
543,Acarau,BR,-2.89,-40.12,83.05,69,73,20.24,broken clouds
544,Otukpo,NG,7.19,8.13,74.55,90,100,3.76,overcast clouds
545,Yar-Sale,RU,66.83,70.83,11.88,96,70,9.93,broken clouds
546,Port-Gentil,GA,-0.72,8.78,80.6,78,75,11.41,broken clouds
547,Sobolevo,RU,54.43,31.9,46.18,87,81,4.47,broken clouds
548,Shahrud,IR,36.42,54.98,54.16,41,0,2.39,clear sky
549,Mocuba,MZ,-16.84,36.99,73.67,81,51,2.93,broken clouds
550,Westport,US,41.14,-73.36,53.01,50,1,6.93,clear sky
551,Wabag,PG,-5.48,143.7,53.74,92,99,1.05,moderate rain
552,Aykhal,RU,66.0,111.5,-4.0,91,0,2.24,clear sky
553,Chanthaburi,TH,12.83,102.17,77.0,87,8,1.66,light rain
554,Casa Grande,US,32.88,-111.76,84.0,34,1,4.7,clear sky
555,Walker Mill,US,38.88,-76.89,48.2,93,90,10.29,overcast clouds
556,Gharghoda,IN,22.17,83.35,69.03,61,73,1.68,broken clouds
557,Sarany,RU,58.5,58.88,23.67,98,99,1.59,overcast clouds
558,Berbera,SO,10.44,45.01,84.07,40,0,5.57,clear sky
559,Chirongui,YT,-12.93,45.15,77.0,83,0,5.82,clear sky
560,Irece,BR,-11.3,-41.86,85.1,42,98,7.45,light rain
561,Ambilobe,MG,-13.2,49.05,73.08,65,0,7.2,clear sky
562,Taitung,TW,22.76,121.14,74.77,79,100,11.59,overcast clouds
563,Sembe,CG,1.65,14.58,73.27,94,100,0.76,light rain
564,Tsiroanomandidy,MG,-18.77,46.03,72.79,53,38,5.79,scattered clouds
565,Machinga,MW,-15.17,35.3,73.18,58,5,4.5,clear sky
566,Moranbah,AU,-22.0,148.05,71.24,48,0,5.79,clear sky
567,Tigil,RU,57.8,158.67,37.94,76,100,14.5,overcast clouds
568,Moron,AR,-34.65,-58.62,73.0,94,75,5.82,broken clouds
569,Kiunga,PG,-6.12,141.29,73.18,98,100,1.19,light rain
570,Hegang,CN,47.4,130.37,34.12,90,0,5.28,clear sky
571,Novaya Ladoga,RU,60.1,32.3,41.0,99,30,4.81,scattered clouds
572,Den Helder,NL,52.96,4.76,51.01,81,90,14.99,overcast clouds
573,Cap Malheureux,MU,-19.98,57.61,70.0,90,39,5.01,light rain
574,Longyearbyen,SJ,78.22,15.64,30.2,74,75,9.17,broken clouds
575,Maragogi,BR,-9.01,-35.22,78.06,80,8,10.69,clear sky
576,Aasiaat,GL,68.71,-52.87,12.52,86,82,6.6,broken clouds
577,Sinnamary,GF,5.38,-52.95,84.33,71,22,10.02,few clouds
578,Kambove,CD,-10.88,26.6,69.46,40,0,1.39,clear sky
579,Saint-Francois,FR,46.42,3.91,53.01,93,100,4.7,overcast clouds
580,Panama City,PA,8.99,-79.52,87.8,74,40,9.17,scattered clouds
581,Beirut,LB,33.89,35.49,78.8,27,0,4.7,clear sky
582,Hokitika,NZ,-42.72,170.97,59.27,96,100,14.88,moderate rain
583,Nabire,ID,-3.37,135.48,75.09,87,93,3.47,overcast clouds
584,Sangar,RU,63.92,127.47,13.12,90,100,4.68,overcast clouds
585,Veraval,IN,20.9,70.37,81.82,61,0,7.11,clear sky
586,Opuwo,NA,-18.06,13.84,72.3,36,19,5.32,few clouds
587,Jizan,SA,17.33,42.67,87.8,70,0,4.7,clear sky
588,Dromolaxia,CY,34.88,33.59,72.0,78,0,5.82,clear sky
589,Santa Fe Do Sul,BR,-20.21,-50.93,88.34,51,95,7.58,overcast clouds
590,Tezu,IN,27.92,96.17,71.24,72,2,2.64,clear sky
591,Elizabeth City,US,36.29,-76.25,68.0,94,90,17.22,overcast clouds
592,Kirakira,SB,-10.45,161.92,80.24,82,100,6.93,light rain
593,Yingcheng,CN,30.95,113.55,60.8,87,0,1.86,light rain
594,Sambava,MG,-14.27,50.17,71.94,82,1,9.89,clear sky
595,Toktogul,KG,41.87,72.94,46.89,51,0,0.56,clear sky
596,Sturgis,US,41.8,-85.42,48.0,60,90,6.93,overcast clouds
597,Souillac,MU,-20.52,57.52,75.2,73,75,14.99,shower rain
598,Tucuma,BR,-0.18,-50.05,88.52,56,86,9.53,overcast clouds
599,Vostok,RU,46.49,135.88,27.91,99,41,1.99,scattered clouds
600,Aloleng,PH,16.13,119.78,81.46,84,100,10.18,light rain
601,Garowe,SO,8.41,48.48,77.65,47,1,14.56,clear sky
602,Ketchikan,US,55.34,-131.65,37.4,93,90,13.87,light rain
603,Grajau,BR,-5.82,-46.14,85.32,63,99,5.19,light rain
604,Ponta Delgada,PT,37.73,-25.67,62.6,72,20,3.36,few clouds
605,Babylon,US,40.7,-73.33,53.01,57,20,9.17,few clouds
606,Kristiansund,NO,63.11,7.73,42.8,81,0,9.17,clear sky
607,Samarai,PG,-10.62,150.67,80.29,81,71,4.54,light rain
608,Waddan,LY,29.16,16.14,68.63,47,0,8.05,clear sky
609,Alto Piquiri,BR,-24.03,-53.44,92.64,37,38,2.39,scattered clouds
610,Liaozhong,CN,41.51,122.72,37.4,93,0,4.47,mist
611,Kikwit,CD,-5.04,18.82,74.79,89,94,1.05,light rain
612,Dire,ML,12.28,-10.97,78.6,31,0,2.48,clear sky
613,Landeck,AT,47.13,10.56,45.0,87,75,5.82,broken clouds
614,Klagenfurt,AT,46.62,14.31,50.0,100,20,3.36,fog
615,Teknaf,BD,20.86,92.31,77.43,89,1,4.34,clear sky
616,Chegdomyn,RU,51.12,133.02,28.06,97,0,0.74,clear sky
617,Stara Zagora,BG,42.43,25.64,59.0,79,77,3.85,broken clouds
618,Oriximina,BR,-1.77,-55.87,95.81,38,26,2.01,scattered clouds
619,Xique-Xique,BR,-10.82,-42.73,87.24,48,75,6.02,broken clouds
620,Takaka,NZ,-40.85,172.8,61.0,93,100,5.99,light rain
621,Lima,PE,-12.04,-77.03,68.0,72,75,9.17,broken clouds
622,Padang,ID,-0.95,100.35,78.15,72,100,3.42,moderate rain
623,Staryy Nadym,RU,65.61,72.68,14.56,96,91,12.62,overcast clouds
624,Novyy Urengoy,RU,66.08,76.63,8.42,95,53,9.08,broken clouds
625,Ust-Omchug,RU,61.15,149.63,22.15,95,100,8.59,overcast clouds
626,Novo Aripuana,BR,-5.12,-60.38,93.36,44,82,3.06,broken clouds
627,Venezuela,VE,8.0,-66.0,86.43,66,64,6.58,light rain
628,Batagay-Alyta,RU,67.8,130.41,6.94,85,4,5.5,clear sky
629,Looc,PH,12.26,121.99,78.44,90,100,41.2,heavy intensity rain
630,Chiredzi,ZW,-21.05,31.67,77.97,34,0,7.9,clear sky
631,Te Anau,NZ,-45.42,167.72,43.59,87,100,5.17,light rain
632,Bumba,CD,2.18,22.47,71.96,97,99,4.72,light rain
633,Chalus,IR,36.66,51.42,60.8,87,0,3.15,clear sky
634,San Martin,AR,-33.08,-68.47,60.8,55,75,9.17,broken clouds
635,Bairiki,KI,1.33,172.98,80.6,78,20,4.7,few clouds
636,San Ramon,US,37.78,-121.98,66.2,55,90,5.82,overcast clouds
637,Mizan Teferi,ET,6.98,35.58,61.99,89,31,2.46,scattered clouds
638,Karpogory,RU,64.0,44.45,25.75,99,97,2.77,overcast clouds
639,Concarneau,FR,47.88,-3.92,51.8,87,29,8.05,scattered clouds
640,Santa Cruz Cabralia,BR,-16.28,-39.02,77.0,83,75,10.29,light rain
641,Oudtshoorn,ZA,-33.59,22.2,60.8,100,100,3.36,light rain
642,Raga,SS,8.46,25.68,74.61,65,43,2.91,scattered clouds
643,Anchorage,US,61.22,-149.9,36.0,74,90,3.36,heavy intensity rain
644,Savinka,RU,50.08,47.1,47.75,72,4,16.84,clear sky
645,Zlobin,HR,45.29,14.65,61.0,93,20,6.93,few clouds
646,Mana,GF,5.66,-53.78,84.4,70,96,10.89,overcast clouds
647,Mecca,SA,21.43,39.83,78.21,71,0,2.95,clear sky
648,Annamalainagar,IN,11.4,79.73,80.49,77,100,4.61,overcast clouds
649,Bose,IT,45.46,8.01,55.0,93,100,2.26,overcast clouds
650,Kaeo,NZ,-35.1,173.78,60.01,96,28,1.99,scattered clouds
651,Guilin,CN,25.28,110.29,68.0,77,75,2.24,broken clouds
652,San Rafael,AR,-34.62,-68.33,70.57,25,0,11.23,clear sky
653,Neiafu,TO,-18.65,-173.98,73.4,88,90,5.82,overcast clouds
654,Kukushtan,RU,57.65,56.5,33.8,96,75,6.71,broken clouds
655,Sept-Iles,CA,50.2,-66.38,37.0,43,75,11.41,broken clouds
656,Bodden Town,KY,19.28,-81.25,80.6,88,75,16.11,broken clouds
657,Jobabo,CU,20.97,-76.3,87.8,62,75,12.75,broken clouds
658,Fort Smith,US,35.39,-94.4,55.99,62,90,6.93,overcast clouds
659,Urumqi,CN,43.8,87.6,37.4,64,0,2.24,clear sky
